primary_genre,title,origin,genres,director,main_character,bechdel_passed,LGBTQ,Disability,Elderly,AI,Animal,plot,kwords,popularity
Action,Singham Again,['IN'],"['Action', 'Drama', 'Thriller', 'Crime']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"경찰 세계관은 새로운 인물들이 추가되면서 확장되고, 기존 인물들은 바지라오 싱엄을 필두로 다시 돌아옵니다. 싱엄 어게인은 신화 속 서사시 라마야나의 선과 악의 서사를 엮어, 그의 아내 아브니 카마스가 데인저 랑카에게 납치되면서 바지라오와 그의 일당인 상그람 발레라오, 비어 수리야반시, 그리고 사티아와 샤크티 셰티가 그녀를 구출하기 위한 임무를 맡게 됩니다.","['싱엄 3', '로히트 셰티 유니버스']",4.5144
Documentary,El Apocalipsis de san Juan,['AR'],"['Documentary', 'History']",unknown,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"&#39;성 요한 묵시록&#39;과 함께 시간과 신앙을 아우르는 장대한 여정을 떠나보세요. 사도 요한과 함께 종말의 환상을 풀어내는 놀라운 시각적 이야기에 동참하세요. 눈부신 시각 효과와 장대한 장면들을 통해 종말 이야기에 완전히 몰입하게 되는, 전에 없던 새로운 차원의 환상을 경험해 보세요.",[],4.3063
Comedy,Munjya,['IN'],"['Comedy', 'Horror']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"한 젊은이가 고향 마을을 방문하면서 가족의 비밀과 결혼을 원하는 복수심에 불타는 영혼, 문자야가 드러납니다. 이제 청년은 문자야의 손아귀에서 자신과 사랑을 지키기 위해 싸워야 하며, 이는 익살스러우면서도 혼란스럽고 무시무시한 모험으로 이어집니다.","['유령', '공포']",4.5354
Horror,Stree 2,['IN'],"['Horror', 'Comedy']",unknown,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"&#39;스트리&#39; 사건 이후, 찬데리 마을에 다시 괴담이 들립니다. 이번에는 여자들이 머리 없는 무시무시한 존재에게 미스터리하게 납치됩니다. 다시 한번, 비키와 친구들은 마을과 사랑하는 사람들을 구해야 합니다.",[],4.4536
Animation,Watchmen: Chapter I,['US'],"['Animation', 'Drama', 'Science Fiction']",male,male,,FALSE,FALSE,TRUE,FALSE,FALSE,"1985년, 정부 지원 슈퍼히어로가 살해당하면서 그의 불법 체류 동료들은 은퇴 생활을 청산하고 그들의 개인적인 삶과 세상 자체를 뒤엎을 위기에 처한 미스터리 속으로 빠져든다.","['핵전쟁', '비밀 신분', '은퇴', '음모론', '대체 역사', '그래픽 노블 기반', '가면을 쓴 자경단원', '종말 시계', '1980년대']",3.6075
Animation,Animal Adventures: Save The Forest,['US'],['Animation'],male,unknown,,FALSE,FALSE,FALSE,FALSE,TRUE,"&quot;동물의 모험: 숲을 지켜라&quot;는 자동화된 공장의 쓰레기 침입으로부터 집을 지키기 위해 싸우는 소프티와 친구들의 이야기를 담고 있습니다. 이 3D 애니메이션은 모험, 우정, 그리고 환경 보호에 대한 이야기를 다룹니다.",[],4.3283
Fantasy,Hanu-Man,['IN'],"['Fantasy', 'Action', 'Comedy', 'Science Fiction']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,작은 마을에서 좀도둑 하누만투는 신과 같은 힘을 가진 신비한 보석을 발견합니다. 그는 이 힘이 악당의 손에 넘어가는 것을 막고 마을을 구할 수 있을까요?,"['하누만', '프라산트 베르마의 영화적 세계']",4.1848
Action,Kanguva,['IN'],"['Action', 'Thriller', 'Fantasy']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,현대의 현상금 사냥꾼은 운명이 그를 돌연변이 아이와 결합시키면서 전설적인 전사로서의 전생에 대해 알게 됩니다.,"['바이킹(노르드인)', '부족적', '반대하는', '공감하는', '원시적인']",4.0247
Horror,The Last Breath,"['GB', 'SE']","['Horror', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"옛 대학 친구들이 제2차 세계 대전 당시 전함의 잔해를 탐험하기 위해 카리브해 스쿠버 다이빙 여행을 떠나고, 거대한 백상아리들에게 둘러싸인 녹슨 금속으로 된 수중 미로에 갇히게 됩니다.",[],4.2159
History,Monsieur Aznavour,['FR'],"['History', 'Music']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"불우했던 어린 시절부터 명성을 얻기까지, 성공에서 실패까지, 파리에서 뉴욕까지, 한 예술가의 특별한 여정을 만나보세요. 친밀하고 강렬하며, 연약하고 불멸의 존재로, 마지막 순간까지 자신의 예술에 헌신했던, 역사상 가장 불멸의 가수 중 한 명, 무슈 아즈나부르가 있습니다.",['전기'],3.4784
Drama,Cita,['PH'],['Drama'],unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"남편의 아들과 몰래 동침하는 젊은 여성. 두 사람은 그녀의 남편을 죽이기 위해 동맹을 맺지만, 운명은 시타에게 다른 계획을 품고 있다.",['섹시한'],4.4437
Action,One Fast Move,['US'],"['Action', 'Drama', 'Romance']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"불명예 제대했던 한 군인이 프로 모터사이클 레이서가 되겠다는 꿈을 이루기 위해 소원해진 아버지를 찾아간다. 훈련 중, 그는 작은 마을에서 가수 지망생으로 활동하는 한 남자와 모터사이클 가게 주인을 만나게 되고, 두 사람은 아버지의 부재로 인해 쌓인 벽을 허물기 시작한다.","['멘토', '이산된 아버지', '신성모독', '전직 군인', '군 제대', '부자 갈등', '오토바이 경주자']",4.132
Drama,Saptha Kandam,['IN'],"['Drama', 'Romance']",unknown,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"외딴 휴양지에서 신혼 부부 압사라와 그녀의 남편 라알루는 부유한 고리대금업자 마다반과 위험한 내기를 하게 됩니다. 마다반은 압사라를 차지하려 합니다. 7일 동안 마다반은 정욕에 관한 고대 서적을 이야기하며 그녀를 유혹하려 합니다. 한편, 정절을 지키기로 결심한 압사라는 그의 유혹에 맞서 싸웁니다. 내기의 결과는 그녀가 그의 조종에 저항하고 자신의 결의를 지키는 능력에 달려 있습니다.",[],4.6757
Animation,Justice League: Crisis on Infinite Earths Part Two,['US'],"['Animation', 'Science Fiction', 'Action']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"모든 현실을 파괴하려는 그림자 악마들의 끝없는 군대가 우리 세계와 모든 평행 지구를 휩쓸고 있습니다! 그들에게 맞설 수 있는 것은 역사상 가장 강력한 메타휴먼 팀뿐입니다. 하지만 슈퍼맨, 배트맨, 원더우먼, 그린랜턴, 그리고 모든 동료 슈퍼히어로들의 힘을 합친다 해도 이 무적의 무리의 맹공을 막을 수는 없습니다. 도대체 어떤 불가사의한 힘이 그들을 이끄는 것일까요? 그리고 모니터와 슈퍼걸의 오랫동안 묻혀 있던 비밀은 어떻게 우리의 마지막 방어선을 무너뜨릴까요?","['슈퍼히어로', '세상의 종말', '그래픽 노블 기반', '슈퍼히어로 팀', '평행 우주', 'DC 애니메이션 영화 세계', '유쾌한']",4.5052
Animation,No Time to Spy: A Loud House Movie,['US'],"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",unknown,unknown,,FALSE,FALSE,TRUE,FALSE,FALSE,"링컨과 라우드 가족은 열대 지방에서 열리는 결혼식을 통해 새 할머니 머틀을 가족으로 맞이하게 되어 매우 기뻐하지만, 머틀의 비밀 요원 시절의 오랜 적이 섬에 나타나면서 축제는 짧게 끝난다.","['비밀요원', '문제가 있는 가족', 'TV 시리즈 기반']",4.2227
Comedy,Katt Williams: Woke Foke,['US'],['Comedy'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,코미디언 카트 윌리엄스가 넷플릭스의 두 번째 라이브 스트리밍 스탠드업 이벤트 무대에 오르며 실시간으로 마음껏 발언을 펼쳤습니다.,"['스탠드업 코미디', '라이브 스트리밍']",4.3933
Thriller,Mothers' Instinct,['US'],"['Thriller', 'Drama']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"주부 앨리스와 셀린은 겉보기에 모든 것을 다 가진 절친이자 이웃입니다. 하지만 비극적인 사고로 두 사람의 삶의 조화가 깨지면서 죄책감, 의심, 그리고 편집증이 자매애를 흔들기 시작합니다.","['소설이나 책을 원작으로 한', '편집증', '리메이크', '슬픔', '여주인공', '죄책감', '아들의 죽음', '모성애', '충격적인', '모성애', '흥분된']",5.3098
Action,Jade,['US'],"['Action', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"제이드는 인터폴 운영에 지장을 줄 수 있는 하드 드라이브를 찾는 과정에서 강력한 사업가와 갱단 두목 사이에 끼어드는 한 여성의 이야기를 담았습니다. 사고로 죽인 오빠를 잃은 슬픔에도 불구하고, 그녀는 자신만의 특별한 기술을 사용하여 드라이브를 되찾고 다른 여자가 임신 중인 오빠의 태아를 보호해야 합니다.",[],4.1644
Drama,Boss Ma'am,['PH'],['Drama'],unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"VAD와 Charm은 속임수 게임에서 서로를 능가하려 애씁니다. 테러 조직 여사원이 비서에게 협박을 당하자, 그녀는 어쩔 수 없이 그녀에게 복종하고 놀 수밖에 없습니다.","['소프트코어', '섹시']",4.175
History,Young Woman and the Sea,['US'],"['History', 'Drama']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"영국 해협을 수영으로 횡단한 최초의 여성, 트루디 에덜리의 놀라운 실화입니다. 언니와 든든한 트레이너들의 든든한 지원 덕분에 그녀는 가부장적 사회의 역경과 적대감을 극복하고 올림픽 수영 국가대표팀에 합류하여 프랑스에서 영국까지 21마일(약 39km)의 여정을 완주했습니다.","['영어 채널', '전기', '실화 기반', '수영', '1920년대', '여성 스포츠', '동기부여']",4.0651
Drama,Sujo,"['US', 'FR', 'MX']",['Drama'],female,unknown,,FALSE,FALSE,FALSE,FALSE,FALSE,"살인 청부업자가 살해당하고, 그는 사랑하는 네 살배기 아들 수조를 남겨두고 떠난다. 폭력의 그림자는 수조의 삶의 모든 순간에 드리운다. 어른으로 성장하면서 수조는 아버지의 운명을 따르는 것이 불가피해 보인다는 것을 깨닫게 된다.",[],3.7899
Action,Damaged,['US'],"['Action', 'Drama', 'Thriller', 'Crime']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,시카고의 한 형사가 5년 전에 수사했던 범죄와 일치하는 새로운 연쇄 살인범의 범죄를 발견한 후 스코틀랜드로 향한다. 그 중 하나는 그의 여자친구가 살해된 범죄 현장이었다.,"['스코틀랜드', '형사', '여자친구', '살인', '연쇄 살인범', '끔찍한', '진부한', '흠']",4.17
Horror,Spin the Bottle,['US'],['Horror'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,잔혹한 학살이 자행된 집에서 친구들이 병 돌리기 놀이를 하다가 자신도 모르게 악령을 풀어놓고 끔찍한 죽음을 맞이하게 됩니다. 이제 생존자들은 집의 어두운 비밀을 밝히고 유혈 사태를 종식시키기 위해 힘을 합쳐야 합니다.,['병을 돌려요'],3.8959
Comedy,The Marching Band,['FR'],"['Comedy', 'Drama']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,백혈병 진단을 받은 성공한 오케스트라 지휘자는 자신이 입양아라는 사실과 남동생이 마을 행진 밴드에 속해 있다는 사실을 알게 됩니다. 지휘자는 두 사람이 지역 경연대회에서 우승할 수 있도록 돕기로 결심합니다.,"['형제애', '행진 밴드', '입양', '오케스트라 지휘자', '형제 관계']",4.1877
Drama,Turtles All the Way Down,['US'],"['Drama', 'Romance']",female,female,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"아자는 끊임없이 밀려오는 강박적인 생각에 맞서면서 사랑, 행복, 우정, 희망에 대한 자신의 잠재력에 맞서 싸웁니다.","['소설이나 책을 바탕으로', '강박 장애(OCD)', '청소년 소설을 바탕으로']",3.8897
Drama,Kinds of Kindness,['US'],"['Drama', 'Comedy']",male,female,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"선택의 여지가 없이 자신의 삶을 스스로 장악하려는 한 남자의 이야기, 바다에서 실종된 아내가 돌아와 완전히 다른 사람이 된 것에 놀란 경찰관, 특별한 능력을 가진 특정한 사람을 찾기로 결심한 한 여성의 이야기, 그 사람은 엄청난 영적 지도자가 될 운명입니다.","['부부 관계', '다크 코미디', '선집', '성폭력', '정신 질환', '의문', '도덕적 딜레마', '충격적인', '드라마디', '부조리주의', '피해자 비난', '자해', '그리스 비극', '내성적인', '식인 풍습', '누군가에게 약물을 먹이는 것', '긴장감 넘치는', '주관적인', '성적 내용', '섹스 컬트', 'гомосексуальный подтекст']",6.5355
Music,Back to Black,['GB'],"['Music', 'History', 'Drama']",female,female,,TRUE,FALSE,FALSE,FALSE,FALSE,"에이미 와인하우스가 캠든에서 보낸 초기 시절부터 세계적인 명성을 얻게 된 획기적인 앨범 &lt;Back to Black&gt;의 제작 과정까지, 그녀가 명성을 얻기까지의 놀라운 이야기를 담았습니다. 에이미의 눈을 통해, 그리고 그녀의 깊이 있는 개인적인 가사에서 영감을 받아 제작된 이 영화는, 역사상 가장 전설적인 앨범 중 하나인 &lt;Back to Black&gt;의 중심에 있는 상징적인 아티스트의 다층적인 면과 격동의 사랑 이야기를 탐구하고 포용합니다.","['전기', '중독', '실화', '알코올 중독', '정신 질환', '싱어송라이터', '약물 남용', '1980년대', '1990년대', '알코올 문제', '2000년대', '소울 음악', '2010년대', '감탄', '위로']",5.9596
Horror,The Strangers: Chapter 1,['US'],"['Horror', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"으스스한 작은 마을에서 차가 고장 나자 젊은 커플은 외딴 오두막에서 하룻밤을 보내게 됩니다. 가면을 쓴 세 명의 낯선 사람들이 아무런 이유도 없이 무자비하게 공격해 오면서, 그들은 공황 상태에 빠집니다.","['마스크', '리메이크', '살인', '슬래셔', '침입', '리부트', '클리셰']",5.1183
Fantasy,Dear Santa,['US'],"['Fantasy', 'Comedy', 'TV Movie']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"사랑스러운 6학년 리암은 산타에게 편지를 써서 자신이 진짜라는 걸 증명해 달라고 부탁합니다. 하지만 리암은 난독증이 있어 실수로 편지를 사탄에게 보내고, 사탄은 리암의 집에 찾아와 첫 팬보이 편지를 받게 되어 설레고 리암의 영혼을 조금이라도 갖고 싶어 합니다.","['휴일', '산타클로스', '사탄', '크레딧중스팅어', '산타클로스에게 보내는 편지', '크리스마스', '죽은 아들', '애처로운', '베스트 프렌즈', '크리스마스 소원', '휴일 코미디']",3.759
Drama,Wanted: Girlfriend,['PH'],"['Drama', 'Romance']",unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,셰이나 유와 레이나 카스티요는 언제 어디서든 섹스를 즐기는 남자와 데이트를 합니다. 그의 강렬한 성욕을 따라잡고 그의 여자친구가 될 수 있는 사람은 누구일까요?,"['소프트코어', '섹시']",4.1965
Animation,Zak & Wowo: The Legend of Lendarys,"['FR', 'CA']","['Animation', 'Adventure', 'Fantasy']",unknown,male,,FALSE,FALSE,TRUE,FALSE,FALSE,"환상적인 생물과 위험한 괴물들이 가득한 상상의 세계 한가운데에서, 13살 잭은 미스터리하게 실종된 쌍둥이 동생 카일을 찾아 나선다. 아직 어떻게 조종해야 할지 모르는 초능력을 가진 마법의 비취 돌을 손에 넣은 잭은 할머니 나이나이와, 세상의 환상적인 생물들과 소통할 수 있는 아름다운 무법자 인디애나와 함께한다. 하지만 그의 곁에는 3미터 키의 털북숭이 코끼리였던 와우오가 있다. 와우는 마법의 비취 돌에 의해 작고 귀엽고 괴상한 털뭉치로 변해버렸다.",[],3.8325
Drama,Tyler Perry's Divorce in the Black,['US'],"['Drama', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,젊은 은행원 에이바는 남편 달라스가 에이바가 지키려고 애썼던 결혼 생활을 버리자 큰 충격을 받습니다. 하지만 운명이 개입하면서 달라스가 그들의 결혼 생활을 망친 악행이 드러납니다. 에이바는 한때 진정한 소울메이트와 사랑받는 운명을 방해했습니다.,"['작은 마을', '질투', '장례식', '믿음', '목사', '가장 친한 친구', '이혼', '설교자', '시댁 식구', '반대', '학대하는 남편', '자기 성찰', '불행한 결혼 생활', '시골 사람들', '애틀랜타, 조지아', '관계 방해', '당혹감', '흑인 영화', '범죄자', '충실한 여성', '알코올 중독자 남편']",3.5406
Comedy,Am I OK?,['US'],"['Comedy', 'Romance', 'Drama']",female,female,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,루시와 제인은 평생 절친으로 지내며 서로에 대해 아는 게 없다고 생각합니다. 하지만 제인이 런던으로 이사한다고 발표하자 루시는 오랫동안 숨겨왔던 비밀을 털어놓습니다. 제인이 루시를 도우려 하자 두 사람의 우정은 혼란에 빠집니다.,"['커밍아웃', '우정', '여성 우정', 'LGBT', '여성 감독', '성찰적', '레즈비언', '편안한']",4.0586
Drama,Ordinary Angels,['US'],['Drama'],male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"홀아비인 아버지가 중태에 빠진 어린 딸의 생명을 구하도록, 미용사가 혼자서 지역 사회의 모든 사람을 뭉치게 한 놀라운 실화에서 영감을 얻었습니다.","['작은 마을', '기독교', '눈보라', '지역사회', '실화', '알코올 중독', '비극', '병원', '친절', '가족', '아픈 아이', '공감', '1990년대', '의료', '루이빌, 켄터키', '기독교 신앙', '딸을 둔 홀아비', '강력한 여성', '유쾌한', '희망적인', '낙관적인']",6.1403
Action,Darkness of Man,['US'],"['Action', 'Crime', 'Thriller']",male,male,,FALSE,FALSE,TRUE,FALSE,FALSE,"인터폴 요원 러셀 해치는 일상적인 작전이 실패로 돌아가면서 정보원이 사망한 아들 제이든에게 아버지 같은 존재가 됩니다. 몇 년 후, 해치는 전면적인 영역 다툼 속에서 무자비한 갱단으로부터 제이든과 그의 할아버지를 보호하게 됩니다. 제이든을 보호하고 자신의 앞길을 가로막는 모든 것과 싸우기 위해 어떤 짓이든 서슴지 않습니다.","['캘리포니아', '인터폴', '로스앤젤레스, 캘리포니아', '정보원', '아버지적 인물', '네오누아르', '영역 다툼', '숨겨진 의제', '암울한', '납치', '액션 스릴러', '다크니스 오브 맨: 어둠의 영화', '인간의 어둠', '다크니스 오브 맨']",4.1481
Thriller,Bad Genius,['CA'],"['Thriller', 'Drama']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"재능이 뛰어난 한 학생이 부유한 급우들이 중요한 시험에서 부정행위를 하도록 도와 자신의 뿌리를 벗어날 기회를 엿보지만, 그녀의 미래는 큰 위험에 처하게 됩니다.","['대학', '시험', '리메이크', '학업 부정행위']",4.0917
Romance,How to Date Billy Walsh,['GB'],"['Romance', 'Comedy']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"아치는 가장 친한 친구 아멜리아를 오랫동안 사랑해 왔습니다. 그가 용기를 내어 자신의 마음을 고백하려던 순간, 아멜리아는 새로 전학 온 미국인 빌리 월시에게 푹 빠져듭니다.","['삼각관계', '로맨틱 코미디', '네 번째 벽 깨기', '어린 시절 친구들', '십대 로맨스', '베스트 프렌즈', '활기찬']",3.9932
Animation,given The Movie: Hiiragi Mix,['JP'],"['Animation', 'Romance']",female,male,,TRUE,FALSE,FALSE,FALSE,FALSE,"오디션에 실패한 후 큰 화제를 모았지만, 리츠카가 마후유의 오랜 친구들의 데뷔 쇼에서 연주를 부탁받으면서 상황이 복잡해진다.","['도시', '록 음악', '만화 원작', '록 밴드', '애니메이션', '음악', '소년애(bl)']",4.4581
Comedy,Drive-Away Dolls,['US'],"['Comedy', 'Crime']",male,female,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"여자친구와의 또 다른 이별을 한탄하는 자유분방한 제이미와, 그녀의 얌전한 친구 마리안은 절실히 긴장을 풀고 싶어 한다. 새로운 시작을 위해 두 사람은 탤러해시로 향하는 즉흥적인 자동차 여행을 떠나지만, 도중에 무능한 범죄자들을 만나면서 상황은 급격히 틀어진다.","['필라델피아, 펜실베이니아', '전 여자친구', '가방', '여자들의 우정', '로드 트립', '레즈비언 섹스', '딜도', 'lgbt', '솔직한', '1990년대', '옷장 속 동성애자', '레즈비언', '탈라해시', '여주인공', '대담한', '대담한', '과격한']",4.0511
Comedy,Rumours,['CA'],"['Comedy', 'Horror']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"G7 정상회의에 가는 길에 세계에서 가장 부유한 자유민주주의 국가의 7명의 수장은 숲속에서 길을 잃고, 세계적 위기에 대한 임시 성명을 작성하려 시도하면서 점점 더 큰 위험에 직면하게 됩니다.","['정치인', '풍자', '초현실주의', '숲', '종말', '좀비', '좀비 종말', 'G7', '세계적 위기']",3.0826
Drama,The Master and Margarita,['RU'],"['Drama', 'Fantasy']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"1930년대 모스크바. 한 유명 작가의 작품이 소련 당국에 의해 갑자기 검열당하고, 본디오 빌라도에 대한 그의 연극 초연이 취소됩니다. 그는 소련 작가 협회에서 쫓겨나고, 순식간에 살아남을 길 없는 버림받은 사람으로 전락합니다. 연인이었던 마르가리타에게 영감을 받은 그는 모든 등장인물을 그의 삶에서 풍자적으로 재해석한 새로운 소설을 집필하기 시작합니다. 소설의 주인공은 볼란드입니다. 그는 작가를 몰락시킨 모든 자들에게 복수하기 위해 모스크바를 찾는 신비로운 어둠의 존재입니다. 거장은 소설에 점점 더 깊이 빠져들어 자신과 마르가리타를 등장인물로 삼으면서, 현실과 상상의 경계가 점차 희미해짐을 느낍니다.","['소련', '작가', '검열', '러시아 모스크바', '1930년대']",3.7014
Drama,Bird,['GB'],"['Drama', 'Fantasy']",female,female,,TRUE,FALSE,FALSE,FALSE,FALSE,"12살 베일리는 노스켄트의 불법 거주지에서 싱글대디 버그, 오빠 헌터와 함께 살고 있습니다. 버그는 아이들과 함께할 시간이 많지 않고, 사춘기를 맞이하는 베일리는 다른 곳에서 관심과 모험을 찾고 있습니다.","['심각한', '성장', '가정 폭력', '여주인공', '마술적 사실주의', 'lgbt', '혼혈', '십 대 임신', '여성 감독', '화난', '배우자 학대', '부녀 관계', '형제 자매 관계', '모호한', '쾌활한', '사실', '강력한', '켄트, 영국']",4.4402
Horror,Daddy's Head,['GB'],['Horror'],unknown,female,,FALSE,FALSE,FALSE,FALSE,FALSE,한 소년과 그의 계모는 자신의 최근에 죽은 아버지와 닮은 섬뜩한 생물이 찾아온 후 자신들의 안전이 걱정됩니다.,"['과부', '변신', '숲', '슬픔', '알코올 중독자', '존재', '죽은 아버지', '민속 공포', '보호자', '계모와 의붓아들 관계']",3.9246
Documentary,The Walking Dead: The Return,['US'],['Documentary'],male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"&quot;워킹데드&quot;의 앤드류 링컨과 다나이 구리라가 추억의 골목길을 거닐며, 두 사람이 연기하는 릭과 미숀의 중요한 장면이 촬영된 상징적인 장소를 방문합니다.",[],4.3096
Action,The Clean Up Crew,['US'],"['Action', 'Crime', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"범죄 현장 청소반이 돈이 가득 든 서류 가방을 발견하자, 그들은 돈을 돌려받고 싶어하는 범죄 조직의 두목과 부패한 FBI 요원들을 따돌려야 합니다.","['서류가방', '범죄 현장', '두목', 'FBI 요원']",3.5808
Crime,Jigra,['IN'],"['Crime', 'Drama', 'Thriller']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"안쿠르가 외국에서 부당하게 감옥에 갇히고 사형을 선고받았을 때, 그의 강철같은 여동생 사티아는 그를 풀어주려는 치명적인 결의에 사로잡힙니다.",['우울한'],5.8539
Science Fiction,Guest from the Future,['RU'],"['Science Fiction', 'Adventure', 'Family']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"콜야는 평범한 남자입니다. 비디오 게임, 랩, 그리고 친구들. 그가 가장 신경 쓰는 건 미래가 아닙니다. 그러던 어느 날, 그는 스스로 미래로 들어갑니다. 그리고 그곳에서의 모든 것은 순탄치 않습니다. 지구 연합은 은하계 전쟁에서 승리하여 행복하게 살고 있지만, 패배한 해적단의 지도자들만이 비밀리에 새로운 공세를 준비하고 있습니다. 그러기 위해 그들은 시간을 거슬러 올라가 역사의 흐름을 바꿔야 하고, 콜야는 자신도 모르게 그들의 도구가 됩니다. 하지만 가장 중요한 것은, 콜야가 다른 누구와도 다른 알리사라는 소녀를 만난다는 것입니다.","['소설이나 책을 원작으로 한', '시간 여행', '미래에서 온 손님']",3.3243
Thriller,2073,['GB'],"['Thriller', 'Science Fiction']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"크리스 마커의 1962년 대표작 &#39;라 제테&#39;에서 영감을 받은 이 영화의 배경은 2073년, 그리 멀지 않은 디스토피아적 미래이며, 민주주의와 개인의 자유가 완전히 말살된 초토화된 기술 중심의 경찰 국가인 뉴 샌프란시스코입니다.",['터무니없는'],5.0925
Action,Second Life,['CN'],"['Action', 'Comedy']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"28년 전, 량은 감옥에서 &quot;꼬마 콩 젤리&quot;라는 아들을 낳았습니다. 아이가 한 살이 되자 모자는 연락을 끊었습니다. 몇 년 후, 청룡단의 부하 &quot;귀신&quot;은 임무 수행 중 기습 공격을 받아 시력을 잃습니다. 량이 감옥에서 풀려난 후, 그녀는 귀신을 만납니다. 한 명은 암살을 완수하고 싶어 하고, 다른 한 명은 모자 관계를 회복하기 위해 보상하고 싶어 합니다. 예상치 못한 여러 상황의 조합으로, 이 모자는 서로를 도우며 죄를 씻고 올바른 길로 돌아갑니다.","['감옥', '무술', '착각', '복수', '맹인', '이산한 어머니', '액션']",3.418
Drama,F-Buddies,['PH'],['Drama'],male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"재스는 남자친구가 바람을 피운다는 사실을 알게 됩니다. 재스는 그녀가 재미없다는 이유로 헤어집니다. 재스는 남자친구의 말이 틀렸다는 걸 증명하고, 그와 계속 함께하기 위해 전 남자친구와 섹스 파트너를 맺습니다.","['소프트코어', '섹시']",5.0012
Romance,3391 Kilometers,['TR'],"['Romance', 'Drama']",male,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"몇 달 동안 목소리를 듣지 못한 사람, 얼굴을 만져보지 못한 사람, 냄새를 맡을 수 없는 사람, 같은 거리를 지나갈 기회조차 없는 사람, 같은 사진에 나올 수조차 없는 사람, 바다, 섬, 도시에서도 몇 마일이나 떨어져 있는 사람과 사랑에 빠지겠습니까?","['남녀관계', '사랑', '관계', '장거리 연애', '젊은 연인']",3.5476
Action,Boneyard,['US'],"['Action', 'Thriller']",male,male,,FALSE,FALSE,FALSE,FALSE,FALSE,"카터 경찰서장이 11명의 여성 유해를 발견한 후, FBI 특수요원 페트로빅은 악명 높은 &quot;시신 안치소&quot; 살인 사건의 범인인 연쇄 살인범의 프로파일링을 위해 채용됩니다. 경찰, 마약단속국, FBI가 서로 팽팽하게 맞서는 가운데, 얽히고설킨 음모의 그물망이 모든 사람을 용의자로 만듭니다.",['실화를 바탕으로'],4.0771
Horror,House of Spoils,['US'],"['Horror', 'Thriller']",female,female,,FALSE,FALSE,FALSE,FALSE,FALSE,"야심찬 셰프가 외딴 농장에 레스토랑을 열고, 주방의 혼란과 극심한 자기 의심에 맞서 싸우며, 모든 면에서 그녀를 방해하려는 괴로운 존재와 싸웁니다.","['마녀', '식당', '식당 주인', '악령', '음식', '심리 스릴러', '셰프', '마법', '벌레', '요리 예술', '초자연적 공포', '주방', '심리적', '심리적 공포']",3.4236
